time_s,target_right_rad,actual_right_rad,torque_right_nm,right_flex,right_ext,target_left_rad,actual_left_rad,torque_left_nm,left_flex,left_ext
0.0,-0.00011691116769094612,-7.825079569971784e-07,-0.0008573206188921548,0.00010522005092185152,0.0,0.0,-2.621680859323614e-07,-0.000120846253581863,0.0,0.0
0.01,0.010330123424831429,4.4038963907744815e-05,0.06484490780400848,0.0,0.009297815339509583,0.0,-1.0214178801251592e-06,-0.0001191921841306613,0.0,2.3595127733912528e-07
0.02,0.020690253406756048,0.00042103901667336007,0.13736275222149477,0.0,0.018581592998563472,0.0,-3.803560750371022e-06,-0.0001141950113025031,0.0,9.192760921126433e-07
0.03,0.03067499989498059,0.0016470687677540433,0.20354608783311257,0.0,0.02722856479047651,0.0,-1.033990207339655e-05,-9.601899875445123e-05,0.0,3.42320467533392e-06
0.04,0.040614408538753366,0.004174049242206455,0.259024627488674,0.0,0.035070605793899395,0.0,-2.070336462916949e-05,-5.251621929252225e-05,0.0,9.305911866056894e-06
0.05,0.050083881914268207,0.008298900483810226,0.297978748459389,0.0,0.04131884940485558,0.0,-3.395048204756531e-05,1.8293062796326132e-05,0.0,1.8633028166252543e-05
0.06,0.05955335528978305,0.014163324119043667,0.3220540018717372,0.0,0.04612900932537554,0.0,-4.882746606610046e-05,0.00011070444741116685,0.0,3.055543384280878e-05
0.07,0.06846139646755374,0.021755255295705236,0.3295650812663323,0.0,0.04886826511365906,0.0,-6.39846869281181e-05,0.0002160918607370319,0.0,4.3944719459490415e-05
0.08,0.07736261172194747,0.030943086258655113,0.32569374854036026,0.0,0.05004662078361801,0.0,-7.828950881567984e-05,0.0003248587645946946,0.0,5.7586218235306285e-05
0.09,0.0857121705396961,0.04149869936015312,0.3107680154578398,0.0,0.04929217585293689,0.0,-9.081005898309612e-05,0.0004286577800660098,0.0,7.046055793411186e-05
0.1,0.09399214266455713,0.05313414404476246,0.2897246225627625,0.0,0.04724409897396361,0.0,-0.00010092505943048766,0.0005205674212433355,0.0,8.172905308478652e-05
